,data,file,status
10,"[[[200 173 229]
  [206 178 237]
  [213 185 244]
  ...
  [255 251 255]
  [250 246 252]
  [247 243 248]]

 [[143 123 165]
  [152 132 175]
  [151 130 175]
  ...
  [248 238 254]
  [255 250 255]
  [168 161 174]]

 [[246 234 254]
  [200 187 209]
  [176 162 186]
  ...
  [255 247 255]
  [222 209 235]
  [167 153 181]]

 ...

 [[175 154 216]
  [161 137 201]
  [160 134 198]
  ...
  [199 170 249]
  [170 140 216]
  [209 179 255]]

 [[208 182 242]
  [193 165 225]
  [195 163 228]
  ...
  [187 158 237]
  [181 151 227]
  [177 147 223]]

 [[211 181 240]
  [223 190 251]
  [187 152 216]
  ...
  [173 144 223]
  [204 174 250]
  [148 117 192]]]",00016a638ed77529609ac61479dc7ee99a6f3711,0
11,"[[[202 113 187]
  [204 115 189]
  [153  61 132]
  ...
  [177  90 146]
  [203 106 173]
  [179  73 150]]

 [[170  82 158]
  [170  84 162]
  [192 105 179]
  ...
  [171  89 142]
  [186  94 159]
  [172  71 146]]

 [[186  99 179]
  [197 112 194]
  [164  85 159]
  ...
  [202 124 177]
  [133  47 109]
  [187  94 163]]

 ...

 [[196 178 207]
  [235 219 237]
  [231 215 226]
  ...
  [197 116 171]
  [215 139 187]
  [252 177 221]]

 [[198 184 208]
  [200 182 199]
  [244 222 234]
  ...
  [188 104 162]
  [218 143 189]
  [230 160 197]]

 [[213 200 222]
  [240 221 238]
  [212 183 198]
  ...
  [189 104 162]
  [139  64 108]
  [170 102 137]]]",0001a2bc5d4aa55989f014bfad74a95ac3dfff54,1
12,"[[[114  28  40]
  [122  25  39]
  [119  11  30]
  ...
  [140  64  96]
  [179 111 152]
  [151  89 135]]

 [[ 84   5  19]
  [125  33  50]
  [146  43  64]
  ...
  [219 141 178]
  [215 143 189]
  [160  93 144]]

 [[102  31  51]
  [ 95  11  35]
  [106   9  35]
  ...
  [255 197 240]
  [180 102 155]
  [167  90 148]]

 ...

 [[130  54 102]
  [255 190 228]
  [107  29  53]
  ...
  [116  34  69]
  [159  73 103]
  [191 102 128]]

 [[129  51  92]
  [184 106 137]
  [119  37  59]
  ...
  [ 75   0  28]
  [163  90 112]
  [255 197 214]]

 [[126  54  90]
  [167  92 120]
  [128  49  68]
  ...
  [ 86  15  41]
  [184 122 138]
  [255 210 223]]]",0001b13d0d0f66d147a4167fca19fe22721556d4,0
13,"[[[138 107 146]
  [233 202 241]
  [125  90 130]
  ...
  [191 170 202]
  [199 168 213]
  [192 156 210]]

 [[ 96  63 107]
  [253 221 255]
  [119  85 126]
  ...
  [185 165 194]
  [110  83 123]
  [147 118 164]]

 [[ 86  54 101]
  [232 202 245]
  [ 88  56  97]
  ...
  [255 242 255]
  [206 185 217]
  [154 134 169]]

 ...

 [[228 224 255]
  [214 198 239]
  [132 100 154]
  ...
  [ 58  27  48]
  [ 72  36  58]
  [192 152 177]]

 [[229 237 255]
  [207 202 233]
  [154 131 176]
  ...
  [ 40  14  28]
  [107  82  96]
  [255 249 255]]

 [[143 159 175]
  [240 241 255]
  [188 168 210]
  ...
  [216 192 202]
  [255 252 255]
  [223 215 222]]]",00027298de60883932506d5c46be978d71a2da68,1
14,"[[[230 217 239]
  [229 213 236]
  [228 209 234]
  ...
  [228 223 224]
  [228 223 224]
  [228 223 224]]

 [[229 219 236]
  [221 209 229]
  [234 216 239]
  ...
  [228 223 224]
  [228 223 224]
  [228 223 224]]

 [[233 226 239]
  [215 204 220]
  [240 226 244]
  ...
  [228 223 224]
  [228 223 224]
  [228 223 224]]

 ...

 [[226 228 222]
  [245 239 240]
  [234 215 230]
  ...
  [228 220 227]
  [231 229 229]
  [219 220 218]]

 [[222 221 223]
  [237 229 236]
  [243 221 240]
  ...
  [228 221 226]
  [232 230 229]
  [219 220 216]]

 [[222 219 228]
  [230 217 231]
  [253 227 251]
  ...
  [228 221 224]
  [233 232 228]
  [220 222 216]]]",0002b6bb08e7520917c302addd291000b670069c,0
15,"[[[215 132 230]
  [143  60 145]
  [207 125 190]
  ...
  [180 107 187]
  [156  77 151]
  [199 116 185]]

 [[170 103 172]
  [240 171 228]
  [255 190 232]
  ...
  [190 117 179]
  [241 161 214]
  [163  79 127]]

 [[160 107 146]
  [255 199 230]
  [140  77  97]
  ...
  [203 127 168]
  [ 81   2  29]
  [106  21  41]]

 ...

 [[229 157 233]
  [196 130 195]
  [176 118 172]
  ...
  [187 121 180]
  [212 146 195]
  [199 133 175]]

 [[180 121 189]
  [203 148 205]
  [199 147 195]
  ...
  [180 122 180]
  [232 174 222]
  [174 114 155]]

 [[182 133 195]
  [184 135 189]
  [211 162 208]
  ...
  [253 203 255]
  [233 181 229]
  [157 104 144]]]",0002d959eecbd8d7f6614fdd513154e8e0e8e964,1
16,"[[[239 241 241]
  [240 242 242]
  [240 242 242]
  ...
  [236 238 238]
  [235 237 237]
  [234 236 236]]

 [[239 241 241]
  [240 242 242]
  [240 242 242]
  ...
  [237 239 239]
  [237 239 239]
  [236 238 238]]

 [[238 240 240]
  [239 241 241]
  [240 242 242]
  ...
  [238 240 240]
  [238 240 240]
  [239 241 241]]

 ...

 [[236 241 240]
  [234 239 238]
  [233 238 237]
  ...
  [238 240 241]
  [238 240 241]
  [238 240 241]]

 [[236 241 240]
  [235 240 239]
  [232 237 236]
  ...
  [238 240 241]
  [238 240 241]
  [238 240 241]]

 [[232 236 237]
  [234 238 239]
  [235 239 240]
  ...
  [238 240 241]
  [238 240 241]
  [238 240 241]]]",00030ae10b490d6f1b114bd7ea7a222889e61baa,0
17,"[[[191 168 190]
  [207 185 204]
  [223 203 222]
  ...
  [237 218 237]
  [229 220 230]
  [233 230 232]]

 [[200 178 197]
  [202 182 201]
  [215 196 213]
  ...
  [233 218 232]
  [230 224 229]
  [225 226 224]]

 [[220 201 218]
  [212 194 211]
  [218 201 215]
  ...
  [241 230 240]
  [233 231 231]
  [222 226 220]]

 ...

 [[229 223 228]
  [229 223 228]
  [229 223 228]
  ...
  [230 224 229]
  [230 224 229]
  [230 224 229]]

 [[231 225 230]
  [231 225 230]
  [231 225 230]
  ...
  [230 224 229]
  [230 224 229]
  [230 224 229]]

 [[229 223 228]
  [229 223 228]
  [229 223 228]
  ...
  [229 223 228]
  [229 223 228]
  [229 223 228]]]",0003378267bd3d9964d701ff9e52ddce1b027e46,0
18,"[[[231 225 230]
  [218 211 218]
  [221 213 223]
  ...
  [222 215 218]
  [225 218 221]
  [225 218 221]]

 [[217 205 217]
  [253 241 253]
  [230 217 231]
  ...
  [223 216 219]
  [225 218 221]
  [225 218 221]]

 [[179 156 178]
  [184 160 184]
  [154 129 155]
  ...
  [225 218 221]
  [226 219 222]
  [224 217 220]]

 ...

 [[191 136 183]
  [135  84 128]
  [137  93 132]
  ...
  [226 219 224]
  [224 217 220]
  [224 217 220]]

 [[141  81 121]
  [118  64 101]
  [126  82 111]
  ...
  [227 217 223]
  [225 218 221]
  [225 218 221]]

 [[169 108 142]
  [ 91  37  67]
  [120  76  99]
  ...
  [227 217 223]
  [226 219 222]
  [228 221 224]]]",00036c748e202a10015340c1a1458ab820f6167a,0
19,"[[[138  40 136]
  [184  88 172]
  [210 115 182]
  ...
  [ 72   9  35]
  [ 79  11  36]
  [ 84  15  36]]

 [[149  46 144]
  [208 108 190]
  [136  39 101]
  ...
  [ 70   8  32]
  [ 79  11  34]
  [ 87  18  38]]

 [[196  87 189]
  [206 103 184]
  [117  19  73]
  ...
  [ 70   5  30]
  [ 76   9  30]
  [ 83  14  34]]

 ...

 [[166  57 143]
  [192  87 166]
  [168  68 140]
  ...
  [ 77   4  42]
  [ 81  11  41]
  [ 76   5  31]]

 [[183  73 155]
  [169  60 138]
  [180  78 149]
  ...
  [ 77   4  42]
  [ 88  16  46]
  [ 83  10  36]]

 [[169  56 136]
  [169  60 136]
  [158  55 123]
  ...
  [ 77   4  42]
  [ 91  19  49]
  [ 85  12  38]]]",00039ed67c14391535d5ac933cc4854619849738,1
20,"[[[130  74 133]
  [123  80 131]
  [155 128 171]
  ...
  [ 48  13  53]
  [ 42   6  48]
  [252 216 255]]

 [[104  63 108]
  [196 165 204]
  [113  96 129]
  ...
  [ 50  19  58]
  [140 111 150]
  [178 149 188]]

 [[157 135 163]
  [217 203 227]
  [169 163 186]
  ...
  [255 241 255]
  [232 211 249]
  [ 95  77 114]]

 ...

 [[145 129 177]
  [235 209 255]
  [ 67  27  85]
  ...
  [163 126 182]
  [235 199 255]
  [140 103 167]]

 [[ 54  29  85]
  [197 167 226]
  [154 119 183]
  ...
  [191 160 221]
  [182 154 214]
  [125  97 156]]

 [[ 68  37  98]
  [167 136 199]
  [134 103 170]
  ...
  [178 157 220]
  [162 144 203]
  [145 129 183]]]",0003bc63342dd32164456c537a14d7906e18eb69,0
21,"[[[243 254 244]
  [227 234 229]
  [246 245 249]
  ...
  [218 204 238]
  [220 207 239]
  [226 214 244]]

 [[227 236 226]
  [253 255 254]
  [234 229 238]
  ...
  [197 183 217]
  [212 201 233]
  [210 200 230]]

 [[253 255 251]
  [233 232 234]
  [255 250 255]
  ...
  [217 207 237]
  [222 212 242]
  [225 218 245]]

 ...

 [[175 156 219]
  [199 183 236]
  [228 218 254]
  ...
  [243 242 244]
  [244 243 245]
  [244 243 245]]

 [[164 138 214]
  [182 161 224]
  [210 194 241]
  ...
  [243 242 244]
  [244 243 245]
  [244 243 245]]

 [[189 161 244]
  [193 169 239]
  [209 192 243]
  ...
  [243 242 244]
  [244 243 245]
  [244 243 245]]]",0003ea1909612feddf7d7097d2a41a8daac31f26,0
22,"[[[141  60 123]
  [128  51 112]
  [149  80 137]
  ...
  [138  84 113]
  [246 215 236]
  [237 222 236]]

 [[193 122 179]
  [206 139 194]
  [208 149 199]
  ...
  [ 93  38  65]
  [184 149 169]
  [255 244 255]]

 [[184 129 176]
  [199 148 192]
  [220 174 216]
  ...
  [ 86  28  53]
  [129  90 106]
  [255 247 255]]

 ...

 [[224 216 217]
  [224 216 217]
  [224 216 217]
  ...
  [243 221 239]
  [255 223 254]
  [203 161 202]]

 [[224 216 217]
  [224 216 217]
  [224 216 217]
  ...
  [249 224 244]
  [218 183 217]
  [165 122 165]]

 [[223 215 216]
  [223 215 216]
  [223 215 216]
  ...
  [247 221 244]
  [212 174 210]
  [183 137 183]]]",000418cc01330ea35ad8749f397a6624133405aa,0
23,"[[[185 104 197]
  [184 100 188]
  [212 124 207]
  ...
  [119  21  81]
  [178  81 148]
  [255 174 248]]

 [[181  94 190]
  [215 128 214]
  [204 115 188]
  ...
  [175  84 147]
  [229 137 208]
  [158  68 144]]

 [[177  85 186]
  [202 109 194]
  [127  34  95]
  ...
  [182 100 165]
  [217 135 208]
  [234 153 232]]

 ...

 [[150  55  92]
  [156  60 100]
  [120  22  66]
  ...
  [210 127 182]
  [255 193 252]
  [201  97 160]]

 [[107  11  48]
  [116  19  63]
  [158  61 111]
  ...
  [202 130 190]
  [255 226 255]
  [191 113 174]]

 [[128  26  67]
  [114  15  63]
  [134  37  94]
  ...
  [139  75 134]
  [229 173 232]
  [208 148 208]]]",000428729766a6ee794dbcbc926b061524c31688,0
24,"[[[199 187 217]
  [158 145 177]
  [180 164 198]
  ...
  [103  58 121]
  [131  88 151]
  [137  96 158]]

 [[188 171 208]
  [194 176 215]
  [255 241 255]
  ...
  [ 95  54 115]
  [141 103 163]
  [147 111 171]]

 [[198 176 224]
  [228 206 254]
  [187 163 211]
  ...
  [203 170 227]
  [210 179 234]
  [157 126 181]]

 ...

 [[170 132 190]
  [166 130 190]
  [168 134 194]
  ...
  [161 124 186]
  [125  88 150]
  [134  97 159]]

 [[140 102 162]
  [185 149 209]
  [185 151 212]
  ...
  [129  91 157]
  [128  89 157]
  [ 96  57 125]]

 [[176 135 196]
  [178 139 201]
  [157 123 184]
  ...
  [150 111 179]
  [ 93  53 125]
  [107  67 139]]]",00043555aad4d531c165e1129d281aaca9316c45,1
25,"[[[104  59 115]
  [171 131 186]
  [170 134 188]
  ...
  [111  90 145]
  [152 134 187]
  [181 166 217]]

 [[113  74 129]
  [137 101 155]
  [ 64  32  86]
  ...
  [192 169 224]
  [210 190 243]
  [210 193 244]]

 [[120  88 142]
  [154 124 177]
  [183 155 208]
  ...
  [176 148 207]
  [164 139 195]
  [176 152 206]]

 ...

 [[198 166 213]
  [180 152 198]
  [195 171 219]
  ...
  [184 148 195]
  [106  60 107]
  [106  54 101]]

 [[213 181 235]
  [188 158 211]
  [164 135 190]
  ...
  [ 80  46  93]
  [129  82 128]
  [127  71 114]]

 [[182 149 206]
  [172 139 196]
  [165 133 190]
  ...
  [ 69  35  82]
  [110  61 105]
  [124  66 107]]]",0004821d36901ae56d7b4227c715eb6cfb37999d,1
26,"[[[225 193 240]
  [233 206 250]
  [245 224 255]
  ...
  [189 172 209]
  [146 124 166]
  [149 123 169]]

 [[198 175 220]
  [146 128 169]
  [185 170 208]
  ...
  [195 180 212]
  [144 123 162]
  [221 194 238]]

 [[173 163 205]
  [160 151 191]
  [163 156 191]
  ...
  [189 173 204]
  [207 185 220]
  [255 230 255]]

 ...

 [[ 88  51 107]
  [101  66 122]
  [169 138 189]
  ...
  [159 139 184]
  [191 169 217]
  [170 145 195]]

 [[135  84 142]
  [ 98  51 107]
  [ 67  28  80]
  ...
  [175 153 202]
  [211 185 238]
  [131 105 159]]

 [[109  49 109]
  [113  58 115]
  [105  59 112]
  ...
  [185 159 213]
  [238 212 255]
  [159 130 186]]]",0004d129ba4596aa6bb2730dc453135fb40528db,1
27,"[[[255 242 255]
  [ 69  35  59]
  [ 71  25  61]
  ...
  [222 219 244]
  [198 199 219]
  [207 212 227]]

 [[232 222 234]
  [255 237 255]
  [ 35   3  34]
  ...
  [193 183 213]
  [225 219 244]
  [239 236 255]]

 [[207 217 224]
  [249 250 255]
  [241 228 254]
  ...
  [176 155 193]
  [170 153 187]
  [139 122 156]]

 ...

 [[248 239 252]
  [236 224 242]
  [192 175 202]
  ...
  [169 164 185]
  [178 166 196]
  [183 166 200]]

 [[227 230 238]
  [242 242 254]
  [203 196 217]
  ...
  [231 224 245]
  [179 167 195]
  [200 185 217]]

 [[222 233 237]
  [219 226 235]
  [217 217 235]
  ...
  [242 234 255]
  [242 230 255]
  [197 184 216]]]",0004d8e4a43d935b2d799d4339dd4e8448d1a599,1
28,"[[[222 215 220]
  [222 215 220]
  [222 215 220]
  ...
  [185 110 154]
  [212 145 184]
  [249 189 223]]

 [[223 216 221]
  [223 216 221]
  [223 216 221]
  ...
  [230 153 197]
  [238 171 208]
  [ 73  16  47]]

 [[222 215 220]
  [222 215 220]
  [222 215 220]
  ...
  [250 170 213]
  [171 103 138]
  [ 53   0  27]]

 ...

 [[221 214 217]
  [221 214 217]
  [221 214 217]
  ...
  [228 195 216]
  [255 219 249]
  [181 140 177]]

 [[221 214 217]
  [221 214 217]
  [221 214 217]
  ...
  [215 189 202]
  [203 175 194]
  [226 194 219]]

 [[219 212 215]
  [219 212 215]
  [219 212 215]
  ...
  [222 202 207]
  [215 191 203]
  [230 202 221]]]",0004ffb157816a4a71b1290f1b3638c6b1689066,0
29,"[[[196 111 179]
  [195 113 178]
  [186 105 168]
  ...
  [136  62  98]
  [110  38  74]
  [128  58  94]]

 [[206 122 194]
  [228 144 216]
  [185 102 171]
  ...
  [186 109 146]
  [142  67 105]
  [141  68 106]]

 [[195 108 188]
  [208 124 202]
  [167  83 161]
  ...
  [220 141 182]
  [184 106 147]
  [181 106 144]]

 ...

 [[178 103 207]
  [175 100 204]
  [173  96 200]
  ...
  [136  56 121]
  [153  68 130]
  [149  63 125]]

 [[216 142 244]
  [197 121 223]
  [197 119 220]
  ...
  [212 135 197]
  [136  56 115]
  [135  54 111]]

 [[182 108 210]
  [189 113 214]
  [191 113 214]
  ...
  [255 192 252]
  [184 109 165]
  [177  98 155]]]",0005b379f09025d6a505756ff95ed2d875e39cd5,0
30,"[[[171 151 186]
  [ 58  36  71]
  [ 44  17  57]
  ...
  [240 236 242]
  [230 226 238]
  [167 161 178]]

 [[ 17   0  26]
  [ 80  52  88]
  [ 81  47  87]
  ...
  [208 208 224]
  [225 226 246]
  [208 208 232]]

 [[ 63  24  62]
  [ 69  30  68]
  [ 79  39  80]
  ...
  [191 194 222]
  [198 201 232]
  [206 211 244]]

 ...

 [[180 164 205]
  [ 58  35  73]
  [ 59  28  61]
  ...
  [130  93 143]
  [ 62  26  72]
  [ 67  33  73]]

 [[203 195 235]
  [129 116 148]
  [ 57  35  60]
  ...
  [102  63 115]
  [ 73  33  75]
  [ 89  47  82]]

 [[229 229 255]
  [242 237 255]
  [227 210 231]
  ...
  [138  96 151]
  [ 96  50  93]
  [ 85  38  70]]]",0005c30973ba73c9588291a1a8c452cebe1d6596,0
31,"[[[222 215 220]
  [222 215 220]
  [223 216 221]
  ...
  [224 218 223]
  [224 218 223]
  [224 218 223]]

 [[222 215 220]
  [222 215 220]
  [223 216 221]
  ...
  [224 218 223]
  [224 218 223]
  [224 218 223]]

 [[222 215 220]
  [222 215 220]
  [223 216 221]
  ...
  [224 218 223]
  [224 218 223]
  [224 218 223]]

 ...

 [[224 216 223]
  [224 216 223]
  [223 215 222]
  ...
  [203 174 207]
  [212 178 215]
  [218 179 217]]

 [[225 217 224]
  [225 217 224]
  [224 216 223]
  ...
  [219 199 222]
  [199 174 202]
  [215 187 216]]

 [[224 216 223]
  [223 215 222]
  [223 215 222]
  ...
  [215 201 219]
  [221 203 226]
  [225 203 227]]]",000677ee788d4ab1f5223098eae51e51cc0a8b81,0
32,"[[[170  94 166]
  [114  51 113]
  [101  55 101]
  ...
  [ 77  34  55]
  [ 66  25  62]
  [128  90 142]]

 [[163 104 172]
  [112  62 120]
  [ 42   3  49]
  ...
  [ 59  22  42]
  [ 40   4  40]
  [169 134 184]]

 [[149 108 170]
  [109  72 128]
  [ 88  55 100]
  ...
  [ 21   0  16]
  [ 59  31  67]
  [234 205 251]]

 ...

 [[ 70  30  65]
  [ 95  58  92]
  [ 51  19  50]
  ...
  [113  91 140]
  [118  86 135]
  [120  82 132]]

 [[ 74  35  73]
  [ 69  33  69]
  [124  88 124]
  ...
  [109  80 126]
  [112  70 118]
  [160 107 157]]

 [[ 84  39  82]
  [109  63 105]
  [104  57  96]
  ...
  [157 121 167]
  [175 125 173]
  [139  76 126]]]",0006ed0cc8fa6edb4d2a74094cf2d26c85a1a33c,0
33,"[[[170 109 177]
  [160  95 171]
  [160  87 179]
  ...
  [196 108 161]
  [173  89 143]
  [202 120 173]]

 [[166 100 172]
  [156  87 167]
  [171  97 187]
  ...
  [187  98 148]
  [164  76 129]
  [190 104 158]]

 [[184 111 191]
  [164  90 172]
  [171  96 182]
  ...
  [166  74 123]
  [217 125 176]
  [183  94 144]]

 ...

 [[210 134 205]
  [168  91 159]
  [193 110 178]
  ...
  [194 100 147]
  [176  83 128]
  [163  70 115]]

 [[209 139 209]
  [194 121 189]
  [210 127 195]
  ...
  [184  88 135]
  [165  69 116]
  [189  94 139]]

 [[149  82 151]
  [149  78 145]
  [154  71 139]
  ...
  [150  51 101]
  [135  36  84]
  [201 102 150]]]",000713d5b80521f2c29aeaf4222ff0d023360750,1
